id1_pdf_file,id2_pdf_file,id1_page_number,id2_page_number,id1_section_number,id2_section_number,id1_section_title,id2_section_title,text1,text2,Tier
O-RAN.WG2.TS.Use-Case-Requirements-R004-v10.02.pdf,O-RAN.WG2.TS.Use-Case-Requirements-R004-v10.02.pdf,83,88,4.8.2.3,4.8.3.3,Solution,Solution,Configurations may contain data related to node capability such as O-RU RF channel configuration/TRx control capability information which rApp needs to know before formulating A1 policies for ASM optimization.,Configurations may contain data related to node capability such as O-RU ASM capability information which rApp needs to know before formulating A1 policies for ASM optimization.,2
O-RAN.WG8.IOT.0-R004-v12.00.pdf,O-RAN.WG8.IOT.0-R004-v12.00.pdf,108,110,7.45.1,7.46.1,Test Purpose,Test Purpose,The purpose of this test case is to verify gNB-CU Configuration Update procedure when O-DU is receiving synchronization from external timing source and O-DU sync-state is not locked.,The purpose of this test case is to verify gNB-DU Configuration Update procedure when O-DU is receiving synchronization from external timing source and O-DU sync-state transits from locked to holdover to freerun.,2
O-RAN.WG11.TS.Security-Requirements-Specification.0-R004-v11.00.pdf,O-RAN.WG11.Certficate-Management-Framework-TR.0-R004-v04.00.pdf,57,41,5.3.9.1,5.8.4,Requirements,Potential Security Requirements,"When the expiry of the vendor root CA certificate or any of the sub-CA certificates in the trust chain is approaching, PNFs should raise notifications (alarms) with increasing levels of severity as the expiry date gets closer.","It is recommended that PNFs which use vendor-signed certificates for initial certificate enrolment monitor the expiry of the root CA certificate used to sign the certificate. When the expiry of the vendor root CA certificate is approaching, PNFs can raise notifications (alarms) with increasing levels of severity as the expiry date gets closer.",2
O-RAN.TIFG.E2E-Test.0-R003-v06.00.pdf,O-RAN.TIFG.E2E-Test.0-R003-v06.00.pdf,20,23,5.4.3,5.5.3,Test procedure,Test procedure,7. The full-buffer UDP bi-directional data transmission (see 4.4) from the application server is initiated.,6. The full-buffer UDP data transmission (see 4.4) from the application server is initiated.,2
O-RAN.WG3.TS.E2AP-R004-v07.00.pdf,O-RAN.WG3.TS.E2AP-R004-v07.00.pdf,10,10,8.2,8.2,8.2.2B.4 Abnormal conditions,8.2.2B.4 Abnormal conditions,Upon reception of the RIC SUBSCRIPTION AUDIT RESPONSE message the Near-RT RIC shall stop timer TRICEVENTcreate and terminate the RIC Subscription Audit procedure.,Upon reception of the RIC SUBSCRIPTION AUDIT FAILURE message the Near-RT RIC shall stop the timer TRICEVENTcreate and terminate the RIC Subscription procedure.,1
O-RAN.WG1.TS.Use-Cases-Detailed-Specification-R004-v16.00.pdf,O-RAN.WG1.TS.Use-Cases-Detailed-Specification-R004-v16.00.pdf,230,240,4.26.3.1.1,4.26.3.3,Interference detection,Intereference prediction for MCS optimization,Pre-conditions Near-RT RIC and Non-RT RIC are instantiated with A1 interface connectivity being established between them.,Near-RT RIC and Non-RT RIC are instantiated with A1 interface connectivity being established between them. E2 nodes and Non-RT RIC are instantiated with E2 interface connectivity being established between them.,2
O-RAN.WG11.TS.Security-Requirements-Specification.0-R004-v11.00.pdf,O-RAN.WG11.Certficate-Management-Framework-TR.0-R004-v04.00.pdf,57,55,5.3.9.1,6.4,Requirements,Vendor root CA certificate renewal notification,PNFs which use vendor-signed certificates for initial certificate enrolment should monitor the expiry of the vendor root CA certificate or any of the sub-CA certificates in the trust chain used to sign the certificate.,"PNFs which use vendor-signed certificates for initial certificate enrolment should monitor the expiry of the vendor root CA certificate used to sign the certificate. When the expiry of the vendor root CA certificate is approaching, PNFs should raise notifications (alarms) with increasing levels of severity as the expiry date gets closer.",2
O-RAN.WG2.TS.R1UCR-R004-v09.00.pdf,O-RAN.WG2.TS.R1UCR-R004-v09.00.pdf,91,92,8.5.2,8.5.4.1,Background and goal of the use-case,Read configuration data.,An rApp acting as a CM service Consumer can retrieve configuration data pertaining to one or more managed entities from the Configuration management service Producer.,The rApp obtains configuration data from the Configuration rApp in the role of Service Consumer that request the configuration data pertaining to one or more managed entities.,2
O-RAN.WG3.TS.RICARCH-R004-v07.00.pdf,O-RAN.WG3.TR.ConMit-R004-v01.00 .pdf,67,10,9.3.3.5,5.2.3.3,E2 Guidance modification procedure,Procedures,Step 1 (M) Near-RT RIC platform identifies affected xApps and performs conflict mitigation processing.,Step 1a (M) (MODIFIED) Near-RT RIC platform identifies potentially affected xApps and performs conflict mitigation processing.,2
O-RAN.WG11.Certficate-Management-Framework-TR.0-R004-v04.00.pdf,O-RAN.WG11.Certficate-Management-Framework-TR.0-R004-v04.00.pdf,39,40,5.7.2,5.7.4,Impacts on Existing Interfaces and Functionality,Potential Security Requirements,"An O-RAN PNF, VNF, or CNF requiring a PKI certificate will need to support CMPv2.","An O-RAN PNF, VNF or CNF requiring a PKI certificate should support CMPv2 as defined in [i.5].",2
O-RAN.TIFG.E2E-Test.0-R003-v06.00.pdf,O-RAN.TIFG.E2E-Test.0-R003-v06.00.pdf,50,55,6.3.4,6.5.4,Test requirements (expected results),Test requirements (expected results),Received UDP uplink throughput (L1 and Application layers) vs Time duration Number of allocated/occupied uplink PRBs and Number of allocated/occupied slots vs Time duration,Received UDP uplink throughput (L1 and Application layers) vs Time duration Number of allocated/occupied downlink PRBs and Number of allocated/occupied slots vs Time duration The gap analysis shall be provided for the measured and the expected target uplink throughputs which can be calculated based on the procedures from .,2
O-RAN.WG6.ORCH-USE-CASES-R004-v12.00.pdf,O-RAN.WG6.ORCH-USE-CASES-R004-v12.00.pdf,122,126,3.8.3.1,3.8.4.1,High Level Description,High Level Description,"In the context of O-RAN Cloud managed systems, performance measurements can be transmitted by one of three mechanisms: event notification(s), streaming based reporting, or file-based reporting. The performance management subscription use case defined the service connection end point where the events are sent to in the subscription filter.","In the context of O-RAN Cloud managed systems, performance measurements can be transmitted by one of three mechanisms: active collection by a consumer, active push by a producer (e.g. streaming-based reporting), and/or file- based reporting. The performance management subscription use case defines the service connection end point where the events are sent to in the subscription filter. Both active push and active collection have similar purposes, but the active control is with either the producer or consumer.",2
O-RAN.WG6.O2DMS-INTERFACE-ETSI-NFV-PROFILE-R004-v08.00.pdf,O-RAN.WG6.O2DMS-INTERFACE-ETSI-NFV-PROFILE-R004-v08.00.pdf,9,28,2.4.2.1,2.4.2.6,Instantiate NF Deployment,Change external connectivity of an NF Deployment,"17) The DMS returns to the SMO the information about the operation by providing in the message content a data Postcondition: The NF Deployment is instantiated and in ""INSTANTIATE"" state.","13) The DMS returns to the SMO the information about the operation by providing in the message content a data Postcondition: The NF Deployment external connectivity has been changed and is in ""INSTANTIATED"" state.",2
O-RAN.WG11.TS.Security-Test-Specifications-R004-v09.00.pdf,O-RAN.WG11.TS.Security-Test-Specifications-R004-v09.00.pdf,34,54,7.1,8.1,Overview,Overview,"The objects in scope of these network-based security tests are SMO, Non-RT RIC and rApps, Near-RT RIC and xApps, O-, O-, O-DU, O-RU and O-Cloud.","The objects in scope of these system security evaluation are SMO, Non-RT RIC and rApps, Near-RT RIC and rApps, O- , O-, O-DU, O-RU and O-Cloud.",2
O-RAN.WG11.Security-Log-Management-TR.O-R004-v05.00.pdf,O-RAN.WG11.O-CLOUD-Security-Analysis-TR.O-R004-v07.00.pdf,12,67,5.2.16.2,8.9,Security threats,"REC-LOG Logging, Monitoring and Alerting","REF: [i.1] , [i.18] - Security logs troubleshooting failure Any change to the O-Cloud components should be logged as a security event, and the logged event must include the identity of the entity making the change, the change, the date and the time of the change.","Any change to the O-Cloud components must be logged as a security event, and the logged event must include the identity of the entity making the change, the change, the date and the time of the change.",2
O-RAN.WG1.TS.Slicing-Architecture-R004-v14.00.pdf,O-RAN.WG1.TR.Use-Cases-Analysis-Report-R004-v16.00.pdf,16,26,5.3.2,4.10.3.2,Use case 2: Multi-vendor slices,RAN sharing,"In case 2, a resource allocation may be negotiated between slices or vO-DU/vO-/vO-s through X2 and F1 after provisioned through O1/E2/A1 interface. Negotiation period will be several seconds due to periodicity of X2 and F1 message exchange between vO-(s).","In case 2, a resource allocation can be negotiated between slices or vO-DU/vO-CUs through E2, X2 and F1 after provisioned through O1/A1 interface.",2
O-RAN.WG11.TR.Fronthaul-CUSPlane-Security.0-R004-v03.00.pdf,O-RAN.WG11.TR.Fronthaul-CUSPlane-Security.0-R004-v03.00.pdf,16,17,4.3.2.1,4.4.2.1,Solution1: Layer-2 MACsec for protecting C-plane messages,Solution1: Layer-2 MACsec for protecting U-Plane messages,"provides an End-to-End solution of protecting the Open FH Interface. The C-plane messages are sent on controlled port where MACsec is applied, while S-plane messages are not protected by MACsec.","provides an e2e solution of protecting the Open FH Interface. The C, U-Plane messages are sent on controlled port where MACsec is applied, while S-plane messages are transmitted unprotected on uncontrolled port.",1
O-RAN.WG6.O2DMS-INTERFACE-ETSI-NFV-PROFILE-R004-v08.00.pdf,O-RAN.WG6.O2DMS-INTERFACE-ETSI-NFV-PROFILE-R004-v08.00.pdf,9,16,2.4.2.1,2.4.2.4.2,Instantiate NF Deployment,On-demand healing,"17) The DMS returns to the SMO the information about the operation by providing in the message content a data Postcondition: The NF Deployment is instantiated and in ""INSTANTIATE"" state.","13) The DMS returns to the SMO the information about the operation by providing in the message content a data Postcondition: The NF Deployment is healed and in ""INSTANTIATED"" state.",2
O-RAN.WG2.TS.R1GAP-R004-v10.00.pdf,O-RAN.WG2.TS.R1GAP-R004-v10.00.pdf,21,21,5.6.6.1,5.6.6.2,Overview,Registration of AI/ML training capability,AI/ML model training service Producer consumes this service to register its AI/ML model training capability. Register AI/ML model training capability is a procedure where an AI/ML model Trainer registers its capability to train AI/ML models to the AI/ML model management and exposure service Producer. Deregister AI/ML model training capability is a procedure where an AI/ML model Trainer declares the training capability is no longer available.,"Register AI/ML model training capability: An AI/ML model Trainer uses this procedure to register the capability to train AI/ML models. On receiving the request, the AI/ML model management and exposure service Producer determines whether the AI/ML model Trainer is authorized to register the AI/ML model training capability. In the response, the AI/ML model management and exposure service Producer informs the AI/ML model Trainer if the AI/ML model training capability is registered.",2
O-RAN.WG11.Security-Near-RT-RIC-xApps-TR.0-R003-v05.00.pdf,O-RAN.WG11.TS.Security-Requirements-Specification.0-R004-v11.00.pdf,16,7,5.11.3,5.1.3.1,Potential security requirements,Requirements,"The communication between xApps and Near-RT RIC platform APIs shall be authenticated at least at the transport layer (for e.g., with mutual TLS).",The communication between xApps and Near-RT RIC platform APIs shall be mutually authenticated.,1
O-RAN.WG1.TS.Use-Cases-Detailed-Specification-R004-v16.00.pdf,O-RAN.WG1.TS.Use-Cases-Detailed-Specification-R004-v16.00.pdf,7,240,4.2.3.1,4.26.3.3,Flight path based dynamic UAV radio resource allocation,Intereference prediction for MCS optimization,Near-RT RIC and Non-RT RIC are instantiated with A1 interface connectivity being established between them. A certificate is shared between Near-RT RIC and Non-RT RIC for model related data exchange. E2 interface is established between Near-RT RIC and CU/DU.,Near-RT RIC and Non-RT RIC are instantiated with A1 interface connectivity being established between them. E2 nodes and Non-RT RIC are instantiated with E2 interface connectivity being established between them.,2
O-RAN.WG11.Security-Near-RT-RIC-xApps-TR.0-R003-v05.00.pdf,O-RAN.WG11.TS.Security-Test-Specifications-R004-v09.00.pdf,16,123,5.11.3,13.3.3,Potential security requirements,mTLS for transactional APIs,"The communication between xApps and Near-RT RIC platform APIs shall be authenticated at least at the transport layer (for e.g., with mutual TLS).",Requirement Description: The communication between xApps and Near-RT RIC platform APIs shall be mutually authenticated.,2
O-RAN.WG3.TS.UCR-R004-v08.00.pdf,O-RAN.WG1.TS.Use-Cases-Detailed-Specification-R004-v16.00.pdf,18,240,4.3.3.1,4.26.3.3,RAN slice SLA assurance,Intereference prediction for MCS optimization,"Near-RT RIC and Non-RT RIC are instantiated with A1 interface connectivity being established between them. O1 interfaces are established between SMO and Near-RT RIC, and SMO and E2 nodes. RAN slice SLA assurance applications have been deployed in Non-RT RIC and Near-RT RIC respectively.",Near-RT RIC and Non-RT RIC are instantiated with A1 interface connectivity being established between them. E2 nodes and Non-RT RIC are instantiated with E2 interface connectivity being established between them.,2
O-RAN.TIFG.E2E-Test.0-R003-v06.00.pdf,O-RAN.TIFG.E2E-Test.0-R003-v06.00.pdf,55,57,6.5.4,6.6.4,Test requirements (expected results),Test requirements (expected results),Received UDP uplink throughput (L1 and Application layers) vs Time duration Number of allocated/occupied downlink PRBs and Number of allocated/occupied slots vs Time duration The gap analysis shall be provided for the measured and the expected target uplink throughputs which can be calculated based on the procedures from .,"Received UDP uplink throughput (L1 and Application layer) vs Time duration Received UDP downlink throughput (L1 and Application layer) vs Time duration Number of allocated/occupied downlink PRBs and Number of allocated/occupied downlink slots vs Time duration Number of allocated/occupied uplink PRBs and Number of allocated/occupied uplink slots vs Time duration The bidirectional DL and UL throughputs shall be compared with unidirectional downlink and uplink throughputs. Assuming the same test conditions (radio conditions), the bidirectional and unidirectional throughputs are expected to be equal.",2
O-RAN.WG2.TS.Use-Case-Requirements-R004-v10.02.pdf,O-RAN.WG2.TS.Use-Case-Requirements-R004-v10.02.pdf,7,8,4.1.5,4.1.5,A1 usage example,A1 usage example,"In the scenario a UE with UEid=1, belonging to a subnet slice identified by S-NSSAI=1, having a voice (5QI=1) and an MBB (5QI=9) connection established, enters an area covered by four frequency bands. The Non-RT RIC understands the requirements and characteristics of the services and decides to let the voice and RRC connection reside on the low band (here covered by a macro cell B becoming the PCell), while the MBB connection should preferably use the higher band (here provided by a smaller cell C and D becoming the SCells) and avoid the low band if possible. Cell A is used for MBB if required for coverage reasons.","Besides the cell level preference policy, there are also carrier level preference policy for the traffic steering use case. Taking the above scenario as an example, the UE with UEid=1, belonging to a subnet slice identified by S-NSSAI=1, having a voice (5QI=1) and an MBB (5QI=9) connection established, enters the area covered by four cells identified by cell A, cell B, cell C and cell D, respectively.",2
O-RAN.WG3.TS.RICARCH-R004-v07.00.pdf,O-RAN.WG3.TS.RICARCH-R004-v07.00.pdf,54,54,9.3.2.3,9.3.2.3,E2 Indication procedure,E2 Indication procedure,The purpose of the E2 Indication procedure in the Near-RT RIC is to ensure delivery of RIC INDICATION messages to one or more validated xApps.,E2 related API ensures delivery of E2 Indication messages from Near-RT RIC platform to all validated xApp.,1
O-RAN.WG6.O2DMS-INTERFACE-ETSI-NFV-PROFILE-R004-v08.00.pdf,O-RAN.WG6.O2DMS-INTERFACE-ETSI-NFV-PROFILE-R004-v08.00.pdf,9,19,2.4.2.1,2.4.2.4.3,Instantiate NF Deployment,Auto-healing,"17) The DMS returns to the SMO the information about the operation by providing in the message content a data Postcondition: The NF Deployment is instantiated and in ""INSTANTIATE"" state.","12) The DMS returns to the SMO the information about the operation by providing in the message content a data Postcondition: The NF Deployment is automatically healed and in ""INSTANTIATED"" state.",2
O-RAN.WG6.O2DMS-INTERFACE-ETSI-NFV-PROFILE-R004-v08.00.pdf,O-RAN.WG6.O2DMS-INTERFACE-ETSI-NFV-PROFILE-R004-v08.00.pdf,9,22,2.4.2.1,2.4.2.5.2,Instantiate NF Deployment,Scaling based on management request,"17) The DMS returns to the SMO the information about the operation by providing in the message content a data Postcondition: The NF Deployment is instantiated and in ""INSTANTIATE"" state.","14) The DMS returns to the SMO the information about the operation by providing in the message content a data Postcondition: The NF Deployment is scaled and in ""INSTANTIATED"" state.",2
O-RAN.WG6.O2DMS-INTERFACE-ETSI-NFV-PROFILE-R004-v08.00.pdf,O-RAN.WG6.O2DMS-INTERFACE-ETSI-NFV-PROFILE-R004-v08.00.pdf,9,25,2.4.2.1,2.4.2.5.3,Instantiate NF Deployment,Auto-scaling,"17) The DMS returns to the SMO the information about the operation by providing in the message content a data Postcondition: The NF Deployment is instantiated and in ""INSTANTIATE"" state.","12) The DMS returns to the SMO the information about the operation by providing in the message content a data Postcondition: The NF Deployment is automatically scaled and in ""INSTANTIATED"" state.",2
O-RAN.WG11.TS.Security-Protocols-Specification.0-R004-v11.00.pdf,O-RAN.WG11.Security-Near-RT-RIC-xApps-TR.0-R003-v05.00.pdf,9,29,4.7.2.1,6.5.2,General,Solution details,Access tokens shall be JSON Web Tokens (JWT) as described in IETF RFC 7519 [36] and shall be secured with digital signatures based on JSON Web Signature (JWS) as described in IETF RFC 7515 [37].,"that access tokens shall be JSON Web Tokens as described in RFC 7519 [18], and are secured with digital signatures or Message Authentication Cores (MAC) based on JSON Web Signature (JWS) as described in RFC 7515 [18]. ETSI MEC can also use JWT, that may include scopes of roles to restrict the access to MEC services. They may be signed to become tamper proof and encrypted. In general, the use of JWTs as access tokens in Near-RT RIC will depend on the final specification for network API solutions by O-RAN WG3.",1
O-RAN.WG5.TS.IOT.0-R004-v12.00.pdf,O-RAN.WG5.TS.IOT.0-R004-v12.00.pdf,38,241,2.2.1.14,2.3.1.74,PCell change (Intra MN) (MN initiated),PCell change (Intra MN) (MN initiated),5. Observe the Protocol Analyzer S1 and X2 logs and Test UE or UE emulator logs The PCell change (Intra MN) (MN initiated) procedure is successfully completed and data transfer between the Application Test Server and the Test UE or UE emulator is not interrupted throughout the test case execution.,The PCell change (Intra MN) (MN initiated) procedure is successfully completed and data transfer from the Application Test Server to the Test UE or UE emulator and vice versa is ongoing/possible.,2
O-RAN.WG2.TS.R1AP-R004-v07.00.pdf,O-RAN.WG2.R1AP-v06.00.pdf,6,8,6.1.4.2,6.1.4.4,Update registered service API.,Partially update registered service API,"1. The API Consumer shall send an HTTP PUT request to the API Producer. The target URI shall identify the resource (/{apfId}/service-apis/{serviceApiId}). The message content shall carry an updated service API description. The API Producer shall determine if the request sent by the API Consumer is authorized or not. 2. The API Producer shall return the HTTP PUT response. On success 200 OK shall be returned. The message content shall carry the updated service API description. On failure, the appropriate error code shall be returned, and the message response body may contain additional error information.","1. The API Consumer shall send an HTTP PATCH request to the API Producer. The target URI shall identify the resource to be deleted (/{apfId}/service-apis/{serviceApiId}. The message content shall carry a service API description patch structure. The API Producer shall determine if the request sent by the API Consumer is authorized or not. If so, the API Producer shall process the message content received in the HTTP PATCH message. 2. The API Producer shall return the HTTP PATCH response. On success 200 OK shall be returned. The message content shall carry the updated service API description. On failure, the appropriate error code shall be returned, and the message response body may contain additional error information.",2
O-RAN.WG8.AAD.0-R004-v14.00.pdf,O-RAN.WG8.AAD.0-R004-v14.00.pdf,63,110,11.2.4.2.2,11.2.5.1.3,Cell Delete Request,Cell Delete Request,Debug Time Info O This is an optional IE and may be provided on availability Cell Index M Identification of the Cell. 2-byte integer allocated by DU,Debug Time Info O This is an optional IE and may be provided on availability Cell Index M Identification of the Cell. 2-byte integer allocated by DU This API is invoked by scheduler to respond to a Cell Deletion request.,2
O-RAN.WG11.Security-Near-RT-RIC-xApps-TR.0-R003-v05.00.pdf,O-RAN.WG11.Security-Near-RT-RIC-xApps-TR.0-R003-v05.00.pdf,6,7,5.2.3,5.3.3,Potential security requirements,Potential security requirements,xApps shall be validated during Registration to the Near-RT RIC platform using signatures from both the Service Provider and the xApp Solution Provider.,Requirement: xApps instances shall be validated during Registration to the Near-RT RIC platform using signatures from both the Service/Cloud Provider and the xApp Solution Provider. Signatures made from certificates reaching the end of their lifetime shall be renewed before the certificate times out (signatures provided by the xApp Solution Provider might be ignored if the signature of the Service/Cloud Provider is valid).,2
O-RAN.WG6.TS.O2-GA&P-R004-v08.01.pdf,O-RAN.WG6.ORCH-USE-CASES-R004-v12.00.pdf,32,85,3.8.19,3.7.8.1,Logs for Fault Management,High Level Description,"FAULT LOGS - All detected Faults are raised by an O-Cloud Resource. Faults information is stored by the O- Cloud Resource, either remotely or locally, in a Fault Log. Not every fault necessarily raises an alarm, hence the necessity to log events for both fault information and alarms. The present document does not specify or describe the creation and operation of fault logs. Disclaimer: it is possible to combine Fault and Debug logs together. Fault logs, once activated, would be exposed to northbound entities. Fault Logging may be part of the","FAULT LOGS - Faults are kept in the Cloud infrastructure. Faults are raised by a Cloud Infrastructure Resource. Faults are transformed into alarms by the IMS. Thus, not every fault is an alarm. Not all faults are necessarily logged, and the Cloud Infrastructure Resource may keep fault log(s). The creation and operation of Fault Logs is up to implementation. Disclaimer: some implementations could combine Fault and Debug logs together. Fault logs are not necessarily exposed to northbound entities.",1
O-RAN.WG11.TR.Fronthaul-CUSPlane-Security.0-R004-v03.00.pdf,O-RAN.WG11.TS.Security-Requirements-Specification.0-R004-v11.00.pdf,3,32,4.2.2.1,5.2.5.3,Key Issue #1: Impersonation of a TimeTransmitter clock(Spoofing) within a PTP network with a fake ANNOUNCE message,S-plane,"The security mechanism for PTP shall provide integrity protection for ANNOUNCE messages The security mechanism for PTP shall provide replay protection for ANNOUNCE messages, for e.g. using a monotonically increasing packet sequence number.",The S-Plane should support a security mechanism for replay protection of the PTP ANNOUNCE messages.,2
O-RAN.TIFG.E2E-Test.0-R003-v06.00.pdf,O-RAN.TIFG.E2E-Test.0-R003-v06.00.pdf,53,55,6.4.4,6.5.4,Test requirements (expected results),Test requirements (expected results),Number of allocated/occupied downlink PRBs and Number of allocated/occupied slots vs Time duration The gap analysis shall be provided for the measured and the expected target downlink throughputs which can be calculated based on the procedures from .,Received UDP uplink throughput (L1 and Application layers) vs Time duration Number of allocated/occupied downlink PRBs and Number of allocated/occupied slots vs Time duration The gap analysis shall be provided for the measured and the expected target uplink throughputs which can be calculated based on the procedures from .,2
O-RAN.WG11.Security-Near-RT-RIC-xApps-TR.0-R003-v05.00.pdf,O-RAN.WG11.TS.Security-Requirements-Specification.0-R004-v11.00.pdf,42,12,9,5.1.3.2,"9. The Near-RT RIC platform (Management Function) responds with a xApp registration response message. The response should include the assigned xApp ID, authentication and authorization mechanism if provided in step 5 and xApp certificate.",Security Controls,"The solution proposes for the data type of the xApp ID a string that uniquely identifies the xApp instance. The format of this string should be a Universally Unique Identifier (UUID) version 4 (as described in IETF RFC 4122) The solution proposes that subjectAltName in the xApp instance certificate should contain a with the URI for the xApp ID as an URN; this should contain the xApp ID of the xApp instance using the UUID format as described in IETF RFC 4122 (e.g., urn: uuid: f81d4fae-7dec-11d0- a765-00a0c91e6bf6) The following diagram shows a proposal to insert the security procedure in the existing registration procedure specified in O-RAN.WG3.RICARCH, , where xApp ID is assigned.",subjectAltName in the xApp instance certificate shall contain a with the URI for the xApp ID as an URN; this shall contain the xApp ID of the xApp instance using the UUID format as described in IETF RFC 4122 [77].,2
O-RAN.WG11.Security-Log-Management-TR.O-R004-v05.00.pdf,O-RAN.WG11.TS.Security-Requirements-Specification.0-R004-v11.00.pdf,25,51,6.6.2,5.3.8.9,Solution details,Authenticated Time Stamping and Missing Time Source,"If NTP security is supported, i.e., integrity and replay protection of NTP-packets, then NTS (RFC8915) should be supported. In this case the NTP client can verify the authenticity of the NTP packets by use of X.509 PKI infrastructure. For this purpose, the NTP client needs to be authenticated with the help of the trusted environment.","If NTP security (as specified by RFC5905 [60]) is in use for the integrity and replay protection of NTP-packets, then NTS (RFC8915 [63]) shall be supported.",2
O-RAN.WG11.TR.Fronthaul-CUSPlane-Security.0-R004-v03.00.pdf,O-RAN.WG11.TS.Security-Requirements-Specification.0-R004-v11.00.pdf,3,32,4.2.2.1,5.2.5.3,Key Issue #1: Impersonation of a TimeTransmitter clock(Spoofing) within a PTP network with a fake ANNOUNCE message,S-plane,"The security mechanism for PTP shall provide integrity protection for ANNOUNCE messages The security mechanism for PTP shall provide replay protection for ANNOUNCE messages, for e.g. using a monotonically increasing packet sequence number.",The S-Plane should support a security mechanism for integrity protection of the PTP ANNOUNCE messages.,2
O-RAN.WG2.TS.Use-Case-Requirements-R004-v10.02.pdf,O-RAN.WG1.Network-Energy-Savings-Technical-Report-R003-v02.00.pdf,87,55,4.8.3.1,7.1,Background and goal of the use case,"Problem Statement, Solution and Value Proposition","O-RU and E2 nodes (O-CU, O-DU) may implement various sleep modes. The sleep modes could be enabled by SMO/Non-RT RIC through A1 policy. When enabled, the Near-RT RIC selects among the sleep modes considering their capabilities, the actual traffic situation, and the network conditions. Different SM operate at different time scales (e.g., symbol, slot, frame).","O-RU and E2 Nodes (O-CU, O-DU) may implement various Sleep Modes (SMs). The SMs are enabled by Non-RT RIC/SMO and/or Near-RT RIC. When enabled, the E2 Nodes select among the SMs considering their capabilities, the actual traffic situation, and the network conditions. Different SM operate at different time scales (e.g., symbol, slot, frame).",1
O-RAN.WG11.Security-Log-Management-TR.O-R004-v05.00.pdf,O-RAN.WG11.TS.Security-Requirements-Specification.0-R004-v11.00.pdf,7,55,5.2.1.3,5.3.8.11,Potential security requirements,Security Events to be Logged,"c) All successful and unsuccessful authorization attempts to create a session, initiate a transaction, or assume an elevated privilege (see and )[i.25, R-54520] [i.26, ].",O-RAN components shall log successful and unsuccessful authorization attempts to create a session or initiate a transaction.,1
O-RAN.WG3.RICAPI-R003-v02.00.pdf,O-RAN.WG3.RICAPI-R003-v02.00.pdf,4,5,5.2.1.2,5.2.2.2,Successful operation,Successful operation,"Upon reception of the A1 POLICY SETUP REQUEST message, the xApp shall transform the received A1 policy into appropriate E2 / A1-EI operation(s) requirements, and shall trigger Near-RT RIC Platform to accommodate E2 / A1-EI operation(s) requirements.","Upon reception of the A1 POLICY SETUP REQUEST message, the xApp shall transform the received A1 policy into appropriate E2 / A1-EI operation(s) requirements. If the transformed E2 / A1-EI operation(s) requirements are the same as before, xApp replies A1 POLICY UPDATE RESULT message with A1 Policy Update Result IE set to success to Near-RT RIC Platform; else, xApp shall trigger Near-RT RIC Platform to accommodate E2 / A1-EI operation(s) requirements.",2
O-RAN.WG11.Security-Log-Management-TR.O-R004-v05.00.pdf,O-RAN.WG11.TS.Security-Requirements-Specification.0-R004-v11.00.pdf,21,48,6.2.2,5.3.8.3,Solution details,Requirements for Cluster Node,"The log-data files that are going to leave the own trusted environment should be confidentiality, integrity and replay protected. A mutual authentication should be performed for the setup of the secure communication channel.",A mutual authentication shall be performed for any setup of a secure communication channel.,2
O-RAN.WG11.Security-Log-Management-TR.O-R004-v05.00.pdf,O-RAN.WG11.TS.Security-Requirements-Specification.0-R004-v11.00.pdf,24,56,6.4.2,5.3.8.13,Solution details,Requirements on Security Log data Policy,The archived log-data and their media should be checked periodically to determine whether there is a risk for becoming inaccessible.,The archived Security Log data and their storage media shall be checked periodically to determine whether the Security Log data is accessible.,2
O-RAN.WG11.TS.Security-Protocols-Specification.0-R004-v11.00.pdf,O-RAN.WG11.Certficate-Management-Framework-TR.0-R004-v04.00.pdf,4,45,4.2.3,5.12.1.1,TLS Certificate Profile,Certificate Profiling Requirements for TLS Entity,"The present clause addresses the certificate profile requirements for the TLS entities that may behave either as client, server, or both. The structure of the TLS certificate profile described in this clause under Table -1 provides requirements based on the , rowser Forum [56] and NIST Special Publication 800-52.2 [i.4]. The TLS entity certificate profile shall be applied to all nodes and interfaces that use the TLS protocol for secured communication in the O-RAN network except the Open Fronthaul interfaces.","The present clause defines the certificate profile requirements for the O-RAN nodes that use the TLS protocol for secured communication in the O-RAN network. The nodes involved and the interfaces are described in the table below. The present clause addresses the certificate profile requirements for the TLS end entity that behave either as client, server or both.",1
O-RAN.WG3.TS.E2SM-RC-R004-v07.00.pdf,O-RAN.WG3.TS.E2SM-RC-R004-v07.00.pdf,40,49,7.6.11.1,7.7.9.2,CONTROL Service Style description,POLICY Service RIC Action Definition IE contents,"To add configuration of measurement objects, reporting objects, measurement gaps for a given UE or a group of UEs To modify configuration of measurement objects, reporting objects, measurement gaps for a given UE or a group of UEs To delete configuration of measurement objects, reporting objects, measurement gaps for a given UE or a group of UEs This CONTROL Service RIC Control Message IE contains the sequence of RAN parameters, associated with a given Control Action within this Control Service style.","To setup a policy for adding configuration of measurement objects, reporting objects, measurement gaps To setup a policy for modifying configuration of measurement objects, reporting objects, measurement gaps To setup a policy for deleting configuration of measurement objects, reporting objects, measurement gaps This POLICY Service style provides an imperative policy to add, modify or delete beamforming configuration for a UE.",2
